sku,name,barcode_type,barcode_name,barcode_value,brand,description,primary_unit,dimension_unit,width,length,height,weight_unit,weight,inventory_method,unit_cost,retail_price,reorder_threshold,track_by_lot,track_by_exp_date,track_by_handling_unit,skip_inventory_check,shipment_type,inventory_planning,minimum_stock_level,minimum_stock_level_unit,tariff_code,country_code,customs_value,customs_description,is_haz_mat,proper_shipping_name,hazard_class,un_id,packing_group,transport_mode,limited_quantity,contains_lithium,lithium_ion_content_grams,battery_status,battery_count
920-00264,"CONSUMER GOOD, RETAIL, TOOTHBRUSH, KIDS, GITD PINK",UPC,UPC,810033470752,"Quip, NYC Inc","CONSUMER GOOD, RETAIL, TOOTHBRUSH, KIDS, GITD PINK",Each,inches,3.7,1.8,9,lbs,0.41,FEFO,6.13,30,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$6.13,"Electric toothbrush, alkaline battery enclosed",FALSE,,,,,,,,,,
920-00266,"CONSUMER GOOD, RETAIL, TOOTHBRUSH, PL SAGE GREEN",UPC,UPC,810033470776,"Quip, NYC Inc","CONSUMER GOOD, RETAIL, TOOTHBRUSH, PL SAGE GREEN",Each,inches,3.7,1.8,9,lbs,0.41,FEFO,5.71,30,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$5.44,"Electric toothbrush, alkaline battery enclosed, in paper packaging",FALSE,,,,,,,,,,
920-00267,"CONSUMER GOOD, RETAIL, TOOTHBRUSH, PL MARINE BLUE",UPC,UPC,810033470783,"Quip, NYC Inc","CONSUMER GOOD, RETAIL, TOOTHBRUSH, PL MARINE BLUE",Each,inches,3.7,1.8,9,lbs,0.41,FEFO,5.71,30,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$5.44,"Electric toothbrush, alkaline battery enclosed, in paper packaging",FALSE,,,,,,,,,,
920-00269,"CONSUMER GOOD, RETAIL SET, TOOTHBRUSH, SMART-A, RECHARGEABLE, PLASTIC ALL BLACK",UPC,UPC,810033470813,"Quip, NYC Inc","CONSUMER GOOD, RETAIL SET, TOOTHBRUSH, SMART-A, RECHARGEABLE, PLASTIC ALL BLACK",Each,inches,3.7,1.6,9,lbs,0.38,FEFO,29.93,50,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$14.76,"Rechargeable electric toothbrush, NiMH battery enclosed",FALSE,,,,,,,,,,
920-00270,"CONSUMER GOOD, RETAIL SET, OSCILLATING TOOTHBRUSH, WHITE SILVER FACE",UPC,UPC,810033471032,"Quip, NYC Inc","CONSUMER GOOD, RETAIL SET, OSCILLATING TOOTHBRUSH, WHITE SILVER FACE",Each,inches,3.75,2.56,9,lbs,0.94,FEFO,11.96,50,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$11.78,"Electric toothbrush, Li-Ion battery enclosed",TRUE,Lithium Ion Batteries contained in equipment (including lithium ion polymer batteries),9,3481,II,"Sea, Air, Ground",FALSE,TRUE,2.2,Installed,1
920-00271,"CONSUMER GOOD, RETAIL SET, OSCILLATING TOOTHBRUSH, BLACK BLACK FACE",UPC,UPC,810033471049,"Quip, NYC Inc","CONSUMER GOOD, RETAIL SET, OSCILLATING TOOTHBRUSH, BLACK BLACK FACE",Each,inches,3.75,2.56,9,lbs,0.94,FEFO,11.96,50,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$11.78,"Electric toothbrush, Li-Ion battery enclosed",TRUE,Lithium Ion Batteries contained in equipment (including lithium ion polymer batteries),9,3481,II,"Sea, Air, Ground",FALSE,TRUE,2.2,Installed,1
920-00272,"CONSUMER GOOD, RETAIL SET, OSCILLATING TOOTHBRUSH, BLACK SILVER FACE",UPC,UPC,810033471056,"Quip, NYC Inc","CONSUMER GOOD, RETAIL SET, OSCILLATING TOOTHBRUSH, BLACK SILVER FACE",Each,inches,3.75,2.56,9,lbs,0.94,FEFO,11.96,50,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$11.78,"Electric toothbrush, Li-Ion battery enclosed",TRUE,Lithium Ion Batteries contained in equipment (including lithium ion polymer batteries),9,3481,II,"Sea, Air, Ground",FALSE,TRUE,2.2,Installed,1
920-00273,"CONSUMER GOOD, RETAIL SET, OSCILLATING TOOTHBRUSH, WHITE BLUE FACE",UPC,UPC,810033471063,"Quip, NYC Inc","CONSUMER GOOD, RETAIL SET, OSCILLATING TOOTHBRUSH, WHITE BLUE FACE",Each,inches,3.75,2.56,9,lbs,0.94,FEFO,11.96,50,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$11.78,"Electric toothbrush, Li-Ion battery enclosed",TRUE,Lithium Ion Batteries contained in equipment (including lithium ion polymer batteries),9,3481,II,"Sea, Air, Ground",FALSE,TRUE,2.2,Installed,1
920-00274,"CONSUMER GOOD, RETAIL SET, OSCILLATING TOOTHBRUSH, WHITE GOLD FACE",UPC,UPC,810033471070,"Quip, NYC Inc","CONSUMER GOOD, RETAIL SET, OSCILLATING TOOTHBRUSH, WHITE GOLD FACE",Each,inches,3.75,2.56,9,lbs,0.94,FEFO,0.02,50,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$11.78,"Electric toothbrush, Li-Ion battery enclosed",TRUE,Lithium Ion Batteries contained in equipment (including lithium ion polymer batteries),9,3481,II,"Sea, Air, Ground",FALSE,TRUE,2.2,Installed,1
920-00275,"CONSUMER GOOD, RETAIL REFILL, OSCILLATING BRUSH HEAD, WHITE, 2PK",UPC,UPC,810033471087,"Quip, NYC Inc","CONSUMER GOOD, RETAIL REFILL, OSCILLATING BRUSH HEAD, WHITE, 2PK",Each,inches,2.95,0.98,9,lbs,0.20,FEFO,2.39,30,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,9603.21.0000,CN,$2.30,Plastic toothbrush head,FALSE,,,,,,,,,,
920-00276,"CONSUMER GOOD, RETAIL REFILL, OSCILLATING BRUSH HEAD, WHITE, 4PK",UPC,UPC,810033471094,"Quip, NYC Inc","CONSUMER GOOD, RETAIL REFILL, OSCILLATING BRUSH HEAD, WHITE, 4PK",Each,inches,2.95,0.98,9,lbs,0.20,FEFO,4.08,30,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,9603.21.0000,CN,$3.8900,Plastic toothbrush head,FALSE,,,,,,,,,,
920-00277,"CONSUMER GOOD, RETAIL REFILL, OSCILLATING BRUSH HEAD, BLACK, 2PK",UPC,UPC,810033471100,"Quip, NYC Inc","CONSUMER GOOD, RETAIL REFILL, OSCILLATING BRUSH HEAD, BLACK, 2PK",Each,inches,2.95,0.98,9,lbs,0.20,FEFO,2.39,30,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,9603.21.0000,CN,$2.3000,Plastic toothbrush head,FALSE,,,,,,,,,,
920-00278,"CONSUMER GOOD, RETAIL REFILL, OSCILLATING BRUSH HEAD, BLACK, 4PK",UPC,UPC,810033471117,"Quip, NYC Inc","CONSUMER GOOD, RETAIL REFILL, OSCILLATING BRUSH HEAD, BLACK, 4PK",Each,inches,2.95,0.98,9,lbs,0.20,FEFO,0.02,30,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,9603.21.0000,CN,$3.8900,Plastic toothbrush head,FALSE,,,,,,,,,,
920-00279,"CONSUMER GOOD, RETAIL, 4X BRUSH HEAD REFILL",UPC,UPC,810033471124,"Quip, NYC Inc","CONSUMER GOOD, RETAIL, 4X BRUSH HEAD REFILL",Each,inches,3,0.83,9.5,lbs,0.20,FEFO,2.9,50,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,9603.21.0000,US,$2.9000,"Plastic toothbrush head, non-electric, in paper packaging, Qty 4",FALSE,,,,,,,,,,
920-00280,"CONSUMER GOOD, BUNDLE SET, OSCILLATING TOOTHBRUSH, WHITE SILVER FACE",UPC,UPC,810033471247,"Quip, NYC Inc","CONSUMER GOOD, BUNDLE SET, OSCILLATING TOOTHBRUSH, WHITE SILVER FACE",Each,inches,3.75,2.56,9,lbs,0.91,FEFO,14.19,50,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$13.96,"Electric toothbrush, Li-Ion battery enclosed",TRUE,Lithium Ion Batteries contained in equipment (including lithium ion polymer batteries),9,3481,II,"Sea, Air, Ground",FALSE,TRUE,2.2,Installed,1
920-00281,"CONSUMER GOOD, BUNDLE SET, OSCILLATING TOOTHBRUSH, WHITE BLUE FACE",UPC,UPC,810033471261,"Quip, NYC Inc","CONSUMER GOOD, BUNDLE SET, OSCILLATING TOOTHBRUSH, WHITE BLUE FACE",Each,inches,3.75,2.56,9,lbs,0.91,FEFO,14.19,50,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$13.96,"Electric toothbrush, Li-Ion battery enclosed",TRUE,Lithium Ion Batteries contained in equipment (including lithium ion polymer batteries),9,3481,II,"Sea, Air, Ground",FALSE,TRUE,2.2,Installed,1
920-00282,"CONSUMER GOOD, BUNDLE SET, OSCILLATING TOOTHBRUSH, BLACK BLUE FACE",UPC,UPC,810033471278,"Quip, NYC Inc","CONSUMER GOOD, BUNDLE SET, OSCILLATING TOOTHBRUSH, BLACK BLUE FACE",Each,inches,3.75,2.56,9,lbs,0.91,FEFO,14.19,50,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$13.96,"Electric toothbrush, Li-Ion battery enclosed",TRUE,Lithium Ion Batteries contained in equipment (including lithium ion polymer batteries),9,3481,II,"Sea, Air, Ground",FALSE,TRUE,2.2,Installed,1
920-00283,"CONSUMER GOOD, RETAIL SET, TOOTHBRUSH, V3, KK, 3",UPC,UPC,810033471216,"Quip, NYC Inc","CONSUMER GOOD, RETAIL SET, TOOTHBRUSH, V3, KK, 3",Each,inches,3.7,1.8,9,lbs,0.34,FEFO,0.02,50,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$5.44,"Electric toothbrush, alkaline battery enclosed, in paper packaging",FALSE,,,,,,,,,,
920-00284,"CONSUMER GOOD, RETAIL, WATER FLOSSER, ALL BLACK, 3",UPC,UPC,810033471223,"Quip, NYC Inc","CONSUMER GOOD, RETAIL, WATER FLOSSER, ALL BLACK, 3",Each,inches,3.7,2.6,8.7,lbs,0.917,FEFO,0.02,50,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8424.89.9000,TH,$25.17,"Electric water flosser, Li-ion battery enclosed, in paper packaging",TRUE,Lithium Ion Batteries contained in equipment (including lithium ion polymer batteries),9,3481,II,"Sea, Air, Ground",FALSE,TRUE,2.2,Installed,1
920-00285,"CONSUMER GOOD, RETAIL, WATER FLOSSER, CP, 3",UPC,UPC,810033471230,"Quip, NYC Inc","CONSUMER GOOD, RETAIL, WATER FLOSSER, CP, 3",Each,inches,3.7,2.6,8.7,lbs,0.917,FEFO,0.02,50,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8424.89.9000,TH,$25.17,"Electric water flosser, Li-ion battery enclosed, in paper packaging",TRUE,Lithium Ion Batteries contained in equipment (including lithium ion polymer batteries),9,3481,II,"Sea, Air, Ground",FALSE,TRUE,2.2,Installed,1
920-00287,"CONSUMER GOOD, RETAIL, TOOTHBRUSH, V3, CP, 3",UPC,UPC,810033471254,"Quip, NYC Inc","CONSUMER GOOD, RETAIL, TOOTHBRUSH, V3, CP, 3",Each,inches,3.7,1.8,9,lbs,0.917,FEFO,0.02,50,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$5.44,"Electric toothbrush, alkaline battery enclosed, in paper packaging",FALSE,,,,,,,,,,
920-00290,"CONSUMER GOOD, BUNDLE SET, TIFFANY, PL GN, BH REFILL X2",UPC,UPC,810033471285,"Quip, NYC Inc","CONSUMER GOOD, BUNDLE SET, TIFFANY, PL GN, BH REFILL X2",Each,inches,8,4,12,lbs,0.917,FEFO,0.02,40,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$5.44,"Electric toothbrush, alkaline battery enclosed, in paper packaging",FALSE,,,,,,,,,,
920-00294,"CONSUMER GOOD, RETAIL SET, TIFFANY, PLASTIC, CHARCOAL + LAVENDER + BH REFILL X2",UPC,UPC,810033471513,"Quip, NYC Inc","CONSUMER GOOD, RETAIL SET, TIFFANY, PLASTIC, CHARCOAL + LAVENDER + BH REFILL X2",Each,inches,8,4,12,lbs,0.9,FEFO,8.68,40,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$8.68,"Electric toothbrush, alkaline battery enclosed",FALSE,,,,,,,,,,
920-00295,"CONSUMER GOOD, RETAIL SET, TIFFANY, PLASTIC, CHARCOAL + BH REFILL X2",UPC,UPC,810033471520,"Quip, NYC Inc","CONSUMER GOOD, RETAIL SET, TIFFANY, PLASTIC, CHARCOAL + BH REFILL X2",Each,inches,8,4,12,lbs,0.5,FEFO,5.15,40,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$5.15,"Electric toothbrush, alkaline battery enclosed",FALSE,,,,,,,,,,
920-00296,"CONSUMER GOOD, RETAIL SET, ADULT, 6X BRUSH HEAD REFILL",UPC,UPC,810033471506,"Quip, NYC Inc","CONSUMER GOOD, RETAIL SET, ADULT, 6X BRUSH HEAD REFILL",Each,inches,6.25,3.1,9.5,lbs,0.4,FEFO,3.58,50,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,9603.21.0000,US,$2.9000,"Plastic toothbrush head, non-electric, in paper packaging, Qty 4",FALSE,,,,,,,,,,
920-00297,"CONSUMER GOOD, RETAIL SET, 3X WATER FLOSSER TIP REFILL",UPC,UPC,810033471490,"Quip, NYC Inc","CONSUMER GOOD, RETAIL SET, 3X WATER FLOSSER TIP REFILL",Each,inches,6.25,3.1,9.5,lbs,0.20,FEFO,3.82,30,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.90.5500,CN,$3.82,Plastic nozzle for water flosser,FALSE,,,,,,,,,,
920-00310,"CONSUMER GOOD, RETAIL SET, TOOTHBRUSH, PRIDE",UPC,UPC,810033471971,"Quip, NYC Inc","CONSUMER GOOD, RETAIL SET, TOOTHBRUSH, PRIDE",Each,inches,3.7,1.8,9,lbs,0.4,FEFO,5.467,30,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$5.47,"Electric toothbrush, alkaline battery enclosed",FALSE,,,,,,,,,,
920-01109,"CONSUMER GOOD, KIT, WATER FLOSSER, METAL, CP, + CLEAR NOZZLE REFILL",UPC,UPC,810033471438,"Quip, NYC Inc","CONSUMER GOOD, KIT, WATER FLOSSER, METAL, CP, + CLEAR NOZZLE REFILL",Each,inches,8,4,12,lbs,0.917,FEFO,29.44,40,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8424.89.9000,CN,$10.79,"Electric water flosser, Li-ion battery enclosed, in paper packaging",TRUE,Lithium Ion Batteries contained in equipment (including lithium ion polymer batteries),9,3481,II,"Sea, Air, Ground",FALSE,TRUE,2.2,Installed,1
920-01110,"CONSUMER GOOD, KIT, WATER FLOSSER, METAL, ALL BLACK, + ALL BLACK NOZZLE REFILL",UPC,UPC,810033471421,"Quip, NYC Inc","CONSUMER GOOD, KIT, WATER FLOSSER, METAL, ALL BLACK, + ALL BLACK NOZZLE REFILL",Each,inches,8,4,12,lbs,0.917,FEFO,29.83,40,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8424.89.9000,CN,$10.79,"Electric water flosser, Li-ion battery enclosed, in paper packaging",TRUE,Lithium Ion Batteries contained in equipment (including lithium ion polymer batteries),9,3481,II,"Sea, Air, Ground",FALSE,TRUE,2.2,Installed,1
920-01111,"CONSUMER GOOD, KIT, WATER FLOSSER, PLASTIC, SKY BLUE, + CLEAR NOZZLE REFILL",UPC,UPC,810033471445,"Quip, NYC Inc","CONSUMER GOOD, KIT, WATER FLOSSER, PLASTIC, SKY BLUE, + CLEAR NOZZLE REFILL",Each,inches,8,4,12,lbs,0.917,FEFO,27.84,40,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8424.89.9000,CN,$10.79,"Electric water flosser, Li-ion battery enclosed, in paper packaging",TRUE,Lithium Ion Batteries contained in equipment (including lithium ion polymer batteries),9,3481,II,"Sea, Air, Ground",FALSE,TRUE,2.2,Installed,1
920-01112,"CONSUMER GOOD, KIT, TOOTHBRUSH, KIDS, PURPLE, + ORIGINAL SMALL BRUSH HEAD REFILL",UPC,UPC,810033471292,"Quip, NYC Inc","CONSUMER GOOD, KIT, TOOTHBRUSH, KIDS, PURPLE, + ORIGINAL SMALL BRUSH HEAD REFILL",Each,inches,8,4,12,lbs,0.917,FEFO,5,40,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$10.79,"Kitted domestically, comprised of imported products",FALSE,,,,,,,,,,
920-01113,"CONSUMER GOOD, KIT, TOOTHBRUSH, KIDS, PINK, + ORIGINAL SMALL BRUSH HEAD REFILL",UPC,UPC,810033471308,"Quip, NYC Inc","CONSUMER GOOD, KIT, TOOTHBRUSH, KIDS, PINK, + ORIGINAL SMALL BRUSH HEAD REFILL",Each,inches,8,4,12,lbs,0.917,FEFO,4.96,40,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$10.79,"Kitted domestically, comprised of imported products",FALSE,,,,,,,,,,
920-01114,"CONSUMER GOOD, KIT, TOOTHBRUSH, KIDS, BLUE, + ORIGINAL SMALL BRUSH HEAD REFILL",UPC,UPC,810033471315,"Quip, NYC Inc","CONSUMER GOOD, KIT, TOOTHBRUSH, KIDS, BLUE, + ORIGINAL SMALL BRUSH HEAD REFILL",Each,inches,8,4,12,lbs,0.917,FEFO,5,40,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$10.79,"Kitted domestically, comprised of imported products",FALSE,,,,,,,,,,
920-01115,"CONSUMER GOOD, KIT, TOOTHBRUSH, PLASTIC, MAGENTA, + ORIGINAL BRUSH HEAD REFILL",UPC,UPC,810033471339,"Quip, NYC Inc","CONSUMER GOOD, KIT, TOOTHBRUSH, PLASTIC, MAGENTA, + ORIGINAL BRUSH HEAD REFILL",Each,inches,8,4,12,lbs,0.917,FEFO,5.02,40,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$10.79,"Kitted domestically, comprised of imported products",FALSE,,,,,,,,,,
920-01116,"CONSUMER GOOD, KIT, TOOTHBRUSH, PLASTIC, BLUE, + ORIGINAL BRUSH HEAD REFILL",UPC,UPC,810033471346,"Quip, NYC Inc","CONSUMER GOOD, KIT, TOOTHBRUSH, PLASTIC, BLUE, + ORIGINAL BRUSH HEAD REFILL",Each,inches,8,4,12,lbs,0.917,FEFO,4.87,40,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$10.79,"Kitted domestically, comprised of imported products",FALSE,,,,,,,,,,
920-01117,"CONSUMER GOOD, KIT, TOOTHBRUSH, PLASTIC, GREEN, + ORIGINAL BRUSH HEAD REFILL",UPC,UPC,810033471353,"Quip, NYC Inc","CONSUMER GOOD, KIT, TOOTHBRUSH, PLASTIC, GREEN, + ORIGINAL BRUSH HEAD REFILL",Each,inches,8,4,12,lbs,0.917,FEFO,5.02,40,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$10.79,"Kitted domestically, comprised of imported products",FALSE,,,,,,,,,,
920-01118,"CONSUMER GOOD, KIT, TOOTHBRUSH, PLASTIC, LAVENDER, + ORIGINAL BRUSH HEAD REFILL",UPC,UPC,810033471360,"Quip, NYC Inc","CONSUMER GOOD, KIT, TOOTHBRUSH, PLASTIC, LAVENDER, + ORIGINAL BRUSH HEAD REFILL",Each,inches,8,4,12,lbs,0.917,FEFO,4.58,40,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$10.79,"Kitted domestically, comprised of imported products",FALSE,,,,,,,,,,
920-01119,"CONSUMER GOOD, KIT, TOOTHBRUSH, METAL, CP, + ORIGINAL BRUSH HEAD REFILL",UPC,UPC,810033471377,"Quip, NYC Inc","CONSUMER GOOD, KIT, TOOTHBRUSH, METAL, CP, + ORIGINAL BRUSH HEAD REFILL",Each,inches,8,4,12,lbs,0.917,FEFO,5.76,40,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$10.79,"Kitted domestically, comprised of imported products",FALSE,,,,,,,,,,
920-01120,"CONSUMER GOOD, KIT, TOOTHBRUSH, METAL, KK, + ORIGINAL BRUSH HEAD REFILL",UPC,UPC,810033471384,"Quip, NYC Inc","CONSUMER GOOD, KIT, TOOTHBRUSH, METAL, KK, + ORIGINAL BRUSH HEAD REFILL",Each,inches,8,4,12,lbs,0.917,FEFO,5.76,40,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$10.79,"Kitted domestically, comprised of imported products",FALSE,,,,,,,,,,
920-01121,"CONSUMER GOOD, KIT, TOOTHBRUSH, METAL, IG, + ORIGINAL BRUSH HEAD REFILL",UPC,UPC,810033471391,"Quip, NYC Inc","CONSUMER GOOD, KIT, TOOTHBRUSH, METAL, IG, + ORIGINAL BRUSH HEAD REFILL",Each,inches,8,4,12,lbs,0.917,FEFO,5.14,40,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$10.79,"Kitted domestically, comprised of imported products",FALSE,,,,,,,,,,
920-01122,"CONSUMER GOOD, KIT, TOOTHBRUSH, METAL, PINK, + ORIGINAL BRUSH HEAD REFILL",UPC,UPC,810033471407,"Quip, NYC Inc","CONSUMER GOOD, KIT, TOOTHBRUSH, METAL, PINK, + ORIGINAL BRUSH HEAD REFILL",Each,inches,8,4,12,lbs,0.917,FEFO,5.7,40,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$10.79,"Kitted domestically, comprised of imported products",FALSE,,,,,,,,,,
920-01123,"CONSUMER GOOD, KIT, TOOTHBRUSH, METAL, SV, + ORIGINAL BRUSH HEAD REFILL",UPC,UPC,810033471414,"Quip, NYC Inc","CONSUMER GOOD, KIT, TOOTHBRUSH, METAL, SV, + ORIGINAL BRUSH HEAD REFILL",Each,inches,8,4,12,lbs,0.917,FEFO,5.57,40,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$10.79,"Kitted domestically, comprised of imported products",FALSE,,,,,,,,,,
920-01127,"CONSUMER GOOD, KIT, WATER FLOSSER, PLASTIC, MIDNIGHT, + CLEAR NOZZLE REFILL",UPC,UPC,810033471452,"Quip, NYC Inc","CONSUMER GOOD, KIT, WATER FLOSSER, PLASTIC, MIDNIGHT, + CLEAR NOZZLE REFILL",Each,inches,8,4,12,lbs,0.917,FEFO,26.58,40,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8424.89.9000,CN,$10.79,"Electric water flosser, Li-ion battery enclosed, in paper packaging",TRUE,Lithium Ion Batteries contained in equipment (including lithium ion polymer batteries),9,3481,II,"Sea, Air, Ground",FALSE,TRUE,2.2,Installed,1
920-01131,"CONSUMER GOOD, KIT, TOOTHBRUSH, KIDS, GITD GREEN, + ORIGINAL SMALL BRUSH HEAD REFILL",UPC,UPC,810033471322,"Quip, NYC Inc","CONSUMER GOOD, KIT, TOOTHBRUSH, KIDS, GITD GREEN, + ORIGINAL SMALL BRUSH HEAD REFILL",Each,inches,8,4,12,lbs,0.917,FEFO,5.75,40,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$10.79,"Kitted domestically, comprised of imported products",FALSE,,,,,,,,,,
930-00001,"CONSUMER GOOD, DENTAL SET, TOOTHBRUSH, CP",Other,barcode,93000001,"Quip, NYC Inc","CONSUMER GOOD, DENTAL SET, TOOTHBRUSH, CP",Each,inches,1.25,1.25,8.75,lbs,0.89,FEFO,5.47,25,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$95.78,"Kitted domestically, comprised of imported products",FALSE,,,,,,,,,,
930-00003,"CONSUMER GOOD, DENTAL SET, TOOTHBRUSH, KK",Other,barcode,93000003,"Quip, NYC Inc","CONSUMER GOOD, DENTAL SET, TOOTHBRUSH, KK",Each,inches,1.25,1.25,8.75,lbs,0.89,FEFO,5.73,25,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$87.38,"Kitted domestically, comprised of imported products",FALSE,,,,,,,,,,
930-00004,"CONSUMER GOOD, DENTAL SET, TOOTHBRUSH, SV",Other,barcode,93000004,"Quip, NYC Inc","CONSUMER GOOD, DENTAL SET, TOOTHBRUSH, SV",Each,inches,1.25,1.25,8.75,lbs,0.89,FEFO,5.7,25,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$105.03,"Kitted domestically, comprised of imported products",FALSE,,,,,,,,,,
930-00005,"CONSUMER GOOD, DENTAL SET, TOOTHBRUSH, KIDS, BL",Other,barcode,93000005,"Quip, NYC Inc","CONSUMER GOOD, DENTAL SET, TOOTHBRUSH, KIDS, BL",Each,inches,1.25,1.25,8.75,lbs,0.89,FEFO,7.06,25,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$90.17,"Kitted domestically, comprised of imported products",FALSE,,,,,,,,,,
930-00006,"CONSUMER GOOD, DENTAL SET, TOOTHBRUSH, KIDS, GN",Other,barcode,93000006,"Quip, NYC Inc","CONSUMER GOOD, DENTAL SET, TOOTHBRUSH, KIDS, GN",Each,inches,1.25,1.25,8.75,lbs,0.89,FEFO,5.7,25,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$10.79,"Kitted domestically, comprised of imported products",FALSE,,,,,,,,,,
930-00007,"CONSUMER GOOD, DENTAL SET, TOOTHBRUSH, KIDS, PK",Other,barcode,93000007,"Quip, NYC Inc","CONSUMER GOOD, DENTAL SET, TOOTHBRUSH, KIDS, PK",Each,inches,1.25,1.25,8.75,lbs,0.89,FEFO,6.54,25,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$14.11,"Kitted domestically, comprised of imported products",FALSE,,,,,,,,,,
930-00043,"CONSUMER GOOD, DENTAL SET, WATER FLOSSER, WHITE",Other,barcode,93000043,"Quip, NYC Inc","CONSUMER GOOD, DENTAL SET, WATER FLOSSER, WHITE",Each,inches,3.7,2.6,8.7,lbs,0.89,FEFO,2.6,25,,TRUE,TRUE,FALSE,FALSE,Domestic,TRUE,4,Week(s) of supply,,CN,,,FALSE,,,,,,,,,,
